,Unnamed: 0,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
1189,6340,U001,0200769623,WAL-MAR associates,2020-05-29,2020.0,1930882792.0,2020-05-11,2020-05-26,2020-05-11,NAH4,142.22,0-15
1190,6344,U001,0200769623,WAL-MAR associates,2020-05-14,2020.0,1930827850.0,2020-04-26,2020-05-11,2020-04-26,NAH4,1991.84,0-15
1191,6347,U001,200704045,RA co,2020-05-19,2020.0,1930866288.0,2020-05-06,2020-05-21,2020-05-06,NAA8,89899.14,
1192,6366,U001,0200769623,WAL-MAR in,2020-04-20,2020.0,1930728067.0,2020-04-02,2020-04-17,2020-04-02,NAH4,272.45,0-15
1193,6372,U001,0200769623,WAL-MAR associates,2020-03-18,2020.0,1930585433.0,2020-03-01,2020-03-16,2020-03-01,NAH4,36820.79,0-15
1194,6380,U001,0200769623,WAL-MAR corporation,2020-04-20,2020.0,1930732961.0,2020-04-02,2020-04-17,2020-04-02,NAH4,31610.43,0-15
1195,6384,U001,0200777735,NASH  llc,2020-03-19,2020.0,1930576618.0,2020-03-05,2020-03-20,2020-03-05,NAA8,16491.13,
1196,6388,U001,0200726979,BJ'S  corp,2020-04-18,2020.0,1930715869.0,2020-03-29,2020-04-13,2020-03-29,NAA8,667.96,0-15
1197,6393,U001,0200778870,C corporation,2020-04-28,2020.0,1930764073.0,2020-04-08,2020-04-23,2020-04-08,NAA8,8161.5,0-15
1198,6394,U001,0200776463,KROGE in,2020-04-12,2020.0,1930693797.0,2020-03-24,2020-04-08,2020-03-24,NAA8,103985.27,0-15
1199,6399,U001,0200729942,SA trust,2020-05-20,2020.0,1930647125.0,2020-03-13,2020-05-17,2020-03-13,NAGD,4006.38,0-15
1200,6403,U001,0200418007,AM in,2020-05-01,2020.0,1930764257.0,2020-04-16,2020-05-01,2020-04-16,NAA8,2498.27,0-15
1201,6405,U001,0200762301,C&S WH corp,2020-06-07,2020.0,1930719411.0,2020-03-30,2020-06-03,2020-03-30,NAGD,1071.38,0-15
1202,6412,U001,0200769623,WAL-MAR corp,2020-04-23,2020.0,1930750437.0,2020-04-05,2020-04-20,2020-04-05,NAH4,10164.82,0-15
1203,6413,U001,200726979,BJ'S  corp,2020-04-18,2020.0,1930717118.0,2020-03-30,2020-04-14,2020-03-30,NAA8,15235.13,0-15
1204,6421,U001,0200769623,WAL-MAR foundation,2020-03-27,2020.0,1930629852.0,2020-03-10,2020-03-25,2020-03-10,NAH4,15728.13,0-15
1205,6448,U001,0100024776,PEA in,2020-06-05,2020.0,1930810293.0,2020-04-23,2020-05-28,2020-04-23,NAG2,7214.57,0-15
1206,6452,U001,0200769623,WAL-MAR associates,2020-04-15,2020.0,1930714796.0,2020-03-28,2020-04-12,2020-03-28,NAH4,36369.05,0-15
1207,6457,U001,0200769623,WAL-MAR corp,2020-03-23,2020.0,1930609912.0,2020-03-06,2020-03-21,2020-03-06,NAH4,106.67,0-15
1208,6466,U001,0200743123,KROGER corp,2020-04-08,2020.0,1930672929.0,2020-03-20,2020-04-04,2020-03-20,NAA8,133818.72,0-15
1209,6470,U001,0200743123,KROGER in,2020-05-15,2020.0,1930822629.0,2020-04-27,2020-05-12,2020-04-27,NAA8,13713.39,0-15
1210,6471,U001,0200803720,DEC foundation,2020-04-10,2020.0,1930690648.0,2020-03-24,2020-04-08,2020-03-16,NAM4,374.64,0-15
1211,6480,U001,0200794332,COST associates,2020-04-17,2020.0,1930719716.0,2020-03-30,2020-04-14,2020-03-30,NAAX,39222.02,0-15
1212,6481,U013,0140103409,BUTTE co,2020-04-21,2020.0,1991839567.0,2020-03-17,2020-04-16,2020-03-17,NAVE,21814.89,0-15
1213,6487,U001,0200704858,WAKE co,2020-04-06,2020.0,1930669921.0,2020-03-20,2020-04-04,2020-03-20,NAA8,5646.39,0-15
1214,6496,U001,0200750051,ALBER corp,2020-04-24,2020.0,1930797286.0,2020-04-17,2020-05-02,2020-04-17,NAA8,54518.4,
1215,6497,U001,0200794332,COST systems,2020-04-09,2020.0,1930671296.0,2020-03-20,2020-04-04,2020-03-20,NAAX,81653.8,0-15
1216,6512,U001,0200762301,C&S WH foundation,2020-03-26,2020.0,1930623634.0,2020-03-10,2020-03-25,2020-03-10,NAC6,21827.01,0-15
1217,6519,U001,0200020431,DEC trust,2020-04-11,2020.0,1930682904.0,2020-03-21,2020-04-08,2020-03-16,NAM4,81.0,0-15
1218,6527,U001,0200744019,TARG us,2020-05-17,2020.0,1930828708.0,2020-04-29,2020-05-14,2020-04-29,NAA8,14267.08,0-15
1219,6530,U001,0200726979,BJ'S  trust,2020-04-19,2020.0,1930729936.0,2020-04-01,2020-04-16,2020-04-01,NAA8,24918.62,0-15
1220,6535,U001,0200418007,AM in,2020-05-07,2020.0,1930802482.0,2020-04-22,2020-05-07,2020-04-22,NAA8,19175.38,0-15
1221,6550,U001,0200794332,COST foundation,2020-04-20,2020.0,1930717822.0,2020-03-30,2020-04-14,2020-03-30,NAAX,24691.93,0-15
1222,6551,U001,0200741174,M B  corp,2020-03-29,2020.0,1930641036.0,2020-03-11,2020-03-26,2020-03-11,NAA8,18754.85,0-15
1223,6557,U001,0200739534,OK corp,2020-05-07,2020.0,1930798569.0,2020-04-18,2020-05-03,2020-04-18,NAA8,19134.36,0-15
1224,6566,U001,0200705742,DOT systems,2020-03-24,2020.0,1930622901.0,2020-03-07,2020-03-22,2020-03-07,NAA8,25243.61,0-15
1225,6571,U001,0200257211,SUI corporation,2020-04-03,2020.0,1930715623.0,2020-03-20,2020-04-04,2020-03-20,NAA8,43286.07,
1226,6580,U001,0200769623,WAL-MAR trust,2020-04-19,2020.0,1930729846.0,2020-04-01,2020-04-16,2020-04-01,NAH4,15038.06,0-15
1227,6583,U001,0200764795,SYSCO  llc,2020-04-09,2020.0,1930581724.0,2020-03-04,2020-04-05,2020-03-04,NA32,10208.0,0-15
1228,6585,U001,200726979,BJ'S  foundation,2020-04-05,2020.0,1930666521.0,2020-03-18,2020-04-02,2020-03-18,NAA8,316.93,0-15
1229,6595,U001,0200458131,TIMES associates,2020-04-15,2020.0,1930676786.0,2020-03-27,2020-04-11,2020-03-27,NAA8,5524.35,0-15
1230,6597,U001,0200936373,SUPE ,2020-05-11,2020.0,1930809722.0,2020-04-22,2020-05-07,2020-04-22,NAA8,36152.94,0-15
1231,6604,U001,0200744019,TARG trust,2020-05-21,2020.0,1930849997.0,2020-05-04,2020-05-19,2020-05-04,NAA8,1799.9,0-15
1232,6610,U013,140103335,PARAM us,2020-04-16,2020.0,1991840746.0,2020-03-16,2020-04-15,2020-03-16,NAVE,33064.89,0-15
1233,6616,CA02,0140104229,A & W F associates,2020-05-24,2020.0,2960633342.0,2020-05-10,2020-05-20,2020-05-10,CA10,3874.878,0-15
1234,6617,U001,0100031704,DELHAIZE us,2020-05-08,2020.0,1930801392.0,2020-04-20,2020-05-05,2020-04-20,NAA8,56725.42,0-15
1235,6625,U001,0200706844,WINC trust,2020-04-20,2020.0,1930709453.0,2020-03-31,2020-04-15,2020-03-31,NAA8,6242.34,0-15
1236,6626,U001,0200705372,FR trust,2020-04-04,2020.0,1930652968.0,2020-03-17,2020-04-01,2020-03-17,NAA8,150810.74,0-15
1237,6635,U001,0200769623,WAL-MAR trust,2020-05-25,2020.0,1930861450.0,2020-05-07,2020-05-22,2020-05-07,NAH4,18215.64,0-15
1238,6642,CA02,0140105686,SYSC trust,2020-04-12,2020.0,2960623928.0,2020-03-25,2020-04-06,2020-03-27,CA10,17759.035,0-15
1239,6649,U001,0200721222,GO corp,2020-04-10,2020.0,1930687943.0,2020-03-23,2020-04-07,2020-03-23,NAA8,18701.48,0-15
1240,6652,U001,0200705742,DOT us,2020-06-11,2020.0,1930862343.0,2020-05-05,2020-06-08,2020-05-05,NAAW,57336.97,0-15
1241,6655,U001,0200769623,WAL-MAR foundation,2020-04-19,2020.0,1930725400.0,2020-04-01,2020-04-16,2020-04-01,NAH4,1898.9,0-15
1242,6666,U001,0200769623,WAL-MAR systems,2020-04-30,2020.0,1930778681.0,2020-04-12,2020-04-27,2020-04-12,NAH4,75276.54,0-15
1243,6671,U001,0200555117,BURR associates,2020-04-27,2020.0,1930751143.0,2020-04-09,2020-04-24,2020-04-09,NAA8,50116.5,0-15
1244,6685,U001,0200769623,WAL-MAR co,2020-04-02,2020.0,1930645387.0,2020-03-15,2020-03-30,2020-03-15,NAH4,55806.82,0-15
1245,6691,U001,0200974851,RESTA systems,2020-03-31,2020.0,1930631179.0,2020-03-11,2020-03-26,2020-03-11,NAA8,1045.09,0-15
1246,6697,U001,0200726979,BJ'S  llc,2020-04-07,2020.0,1930674447.0,2020-03-20,2020-04-04,2020-03-20,NAA8,819.64,0-15
1247,6699,U001,0200726979,BJ'S  foundation,2020-04-23,2020.0,1930752825.0,2020-04-05,2020-04-20,2020-04-05,NAA8,198.38,0-15
1248,6711,U001,0200769623,WAL-MAR foundation,2020-04-08,2020.0,1930682863.0,2020-03-21,2020-04-05,2020-03-21,NAH4,17631.81,0-15
1249,6712,U001,0200769623,WAL-MAR corp,2020-04-11,2020.0,1930686257.0,2020-03-23,2020-04-07,2020-03-23,NAH4,55345.54,0-15
1250,6718,CA02,0140104472,MARTIN corp,2020-04-11,2020.0,2960621656.0,2020-03-17,2020-04-05,2020-03-26,CA10,4573.044,0-15
1251,6723,U001,0200759878,SA trust,2020-04-10,2020.0,1930699455.0,2020-03-26,2020-04-10,2020-03-26,NAH4,5153.79,0-15
1252,6725,U001,0200769623,WAL-MAR corporation,2020-04-11,2020.0,1930694468.0,2020-03-24,2020-04-08,2020-03-24,NAH4,4272.16,0-15
1253,6726,U001,0200726979,BJ'S  trust,2020-05-13,2020.0,1930827989.0,2020-04-25,2020-05-10,2020-04-25,NAA8,285.8,0-15
1254,6730,U001,200759878,SA systems,2020-05-19,2020.0,1930848693.0,2020-05-04,2020-05-19,2020-05-04,NAH4,31209.43,0-15
1255,6731,U001,0200769623,WAL-MAR trust,2020-03-27,2020.0,1930617883.0,2020-03-10,2020-03-25,2020-03-10,NAH4,15528.95,0-15
1256,6735,U001,0200744019,TARG foundation,2020-04-05,2020.0,1930661319.0,2020-03-17,2020-04-01,2020-03-17,NAA8,16362.7,0-15
1257,6739,U001,0200769623,WAL-MAR in,2020-04-15,2020.0,1930707495.0,2020-03-27,2020-04-11,2020-03-27,NAH4,46889.88,0-15
1258,6746,U001,0200803720,DEC in,2020-05-11,2020.0,1930820038.0,2020-04-23,2020-05-09,2020-04-16,NAM4,1309.66,0-15
1259,6759,U001,0200526831,PERISH associates,2020-03-26,2020.0,1930630439.0,2020-03-10,2020-03-25,2020-03-10,NAA8,102686.95,0-15
1260,6761,U001,0200308132,COLORA systems,2020-05-19,2020.0,1930851560.0,2020-05-02,2020-05-17,2020-05-02,NAA8,19909.04,0-15
1261,6765,U001,0200769623,WAL-MAR systems,2020-05-22,2020.0,1930855065.0,2020-05-04,2020-05-19,2020-05-04,NAH4,29419.25,0-15
1262,6769,U001,0200418007,AM in,2020-05-08,2020.0,1930819711.0,2020-04-23,2020-05-08,2020-04-23,NAA8,10301.52,0-15
1263,6773,U001,0200769623,WAL-MAR co,2020-04-23,2020.0,1930747258.0,2020-04-05,2020-04-20,2020-04-05,NAH4,19581.58,0-15
1264,6774,U001,0200769072,GREC associates,2020-04-04,2020.0,1930547631.0,2020-02-27,2020-03-30,2020-02-27,NA32,9205.65,0-15
1265,6780,U001,0200769623,WAL-MAR us,2020-04-05,2020.0,1930660940.0,2020-03-18,2020-04-02,2020-03-18,NAH4,10505.59,0-15
1266,6787,U001,0200769623,WAL-MAR corporation,2020-05-04,2020.0,1930794208.0,2020-04-16,2020-05-01,2020-04-16,NAH4,41282.06,0-15
1267,6789,U001,0200769623,WAL-MAR us,2020-05-22,2020.0,1930854162.0,2020-05-04,2020-05-19,2020-05-04,NAH4,661.11,0-15
1268,6791,U001,0200705742,DOT ,2020-05-18,2020.0,1930781352.0,2020-04-13,2020-05-15,2020-04-13,NA32,14894.14,0-15
1269,6800,U001,200759878,SA corporation,2020-05-17,2020.0,1930844778.0,2020-05-02,2020-05-17,2020-05-02,NAH4,14001.29,0-15
1270,6804,U001,0200762301,C&S WH corp,2020-04-17,2020.0,1930718526.0,2020-03-30,2020-04-14,2020-03-30,NAC6,27454.1,0-15
1271,6805,U001,0200744019,TARG in,2020-05-14,2020.0,1930825443.0,2020-04-25,2020-05-10,2020-04-25,NAA8,15817.6,0-15
1272,6806,U001,0200794332,COST co,2020-04-01,2020.0,1930651376.0,2020-03-14,2020-03-29,2020-03-14,NAAX,14204.38,0-15
1273,6811,U001,0200726979,BJ'S  us,2020-03-27,2020.0,1930629637.0,2020-03-10,2020-03-25,2020-03-10,NAA8,194.08,0-15
1274,6827,U001,0200555117,BURR associates,2020-03-30,2020.0,1930645457.0,2020-03-13,2020-03-28,2020-03-13,NAA8,112320.55,0-15
1275,6829,U001,0200769623,WAL-MAR corp,2020-03-31,2020.0,1930645687.0,2020-03-14,2020-03-29,2020-03-14,NAH4,16495.4,0-15
1276,6839,U001,0200769623,WAL-MAR systems,2020-03-18,2020.0,1930577259.0,2020-02-29,2020-03-15,2020-02-29,NAH4,58730.67,0-15
1277,6840,U001,0100031704,DELHAIZE ,2020-04-11,2020.0,1930687343.0,2020-03-23,2020-04-07,2020-03-23,NAA8,57508.29,0-15
1278,6850,U001,0200769623,WAL-MAR corp,2020-05-20,2020.0,1930845070.0,2020-05-02,2020-05-17,2020-05-02,NAH4,36319.29,0-15
1279,6859,U001,0200761734,H E BUT associates,2020-05-11,2020.0,1930822287.0,2020-04-24,2020-05-09,2020-04-24,NAA8,63880.14,0-15
1280,6862,U001,0200744019,TARG llc,2020-05-05,2020.0,1930798417.0,2020-04-18,2020-05-03,2020-04-18,NAA8,27159.3,0-15
1281,6863,U001,0200759878,SA corp,2020-04-11,2020.0,1930705962.0,2020-03-27,2020-04-11,2020-03-27,NAH4,20164.81,0-15
1282,6867,U001,0100051489,G&K associates,2020-04-27,2020.0,1930774978.0,2020-04-09,2020-04-24,2020-04-09,NAA8,8250.0,0-15
1283,6880,U001,0200769623,WAL-MAR systems,2020-03-25,2020.0,1930621619.0,2020-03-08,2020-03-23,2020-03-08,NAH4,11834.16,0-15
1284,6883,U001,0200744019,TARG systems,2020-04-15,2020.0,1930703895.0,2020-03-30,2020-04-14,2020-03-30,NAA8,34499.15,0-15
1285,6891,U001,0200775094,SAVE M foundation,2020-04-07,2020.0,1930674687.0,2020-03-20,2020-04-04,2020-03-20,NAA8,40873.09,0-15
1286,6894,U001,0200769623,WAL-MAR foundation,2020-04-12,2020.0,1930705141.0,2020-03-25,2020-04-09,2020-03-25,NAH4,33496.48,0-15
1287,6899,U001,0200772595,SAFEW corporation,2020-05-06,2020.0,1930582061.0,2020-02-28,2020-05-03,2020-02-28,NAGD,10543.17,0-15
1288,6902,U001,0200786288,FAMILY foundation,2020-05-15,2020.0,1930808630.0,2020-04-22,2020-05-07,2020-04-22,NAC6,46869.77,0-15
1289,6906,U001,0200769623,WAL-MAR corp,2020-04-19,2020.0,1930724370.0,2020-04-01,2020-04-16,2020-04-01,NAH4,36450.09,0-15
1290,6907,U001,0200707822,PUBLI us,2020-05-11,2020.0,1930801592.0,2020-04-21,2020-05-06,2020-04-21,NAA8,104176.8,0-15
1291,6915,U001,0200129450,NU in,2020-05-11,2020.0,1930759642.0,2020-04-08,2020-05-08,2020-04-08,NAD5,53819.93,0-15
1292,6921,U001,0100049552,SUNN llc,2020-05-07,2020.0,1930794917.0,2020-04-17,2020-05-02,2020-04-17,NAA8,21413.0,0-15
1293,6932,U001,0200744019,TARG corp,2020-04-04,2020.0,1930654293.0,2020-03-16,2020-03-31,2020-03-16,NAA8,7231.54,0-15
1294,6934,U001,0200769623,WAL-MAR corporation,2020-04-02,2020.0,1930655126.0,2020-03-16,2020-03-31,2020-03-16,NAH4,41233.26,0-15
1295,6937,U001,0200353024,DECA corp,2020-03-30,2020.0,1930689874.0,2020-03-24,2020-03-26,2020-03-16,NAM2,18172.21,0-15
1296,6951,U001,0200749782,KROG trust,2020-04-25,2020.0,1930753915.0,2020-04-07,2020-04-22,2020-04-07,NAA8,33099.46,0-15
1297,6955,U001,0100032505,KEHE ,2020-05-21,2020.0,1930846926.0,2020-05-05,2020-05-20,2020-05-05,NAA8,21911.62,0-15
1298,6961,U001,0200020431,DEC llc,2020-04-25,2020.0,1930817472.0,2020-04-23,2020-04-23,2020-04-16,NAM1,5241.52,0-15
1299,6962,U001,0200772670,ASSOCIAT associates,2020-03-19,2020.0,1930580081.0,2020-03-01,2020-03-16,2020-03-01,NAU5,17515.53,0-15
1300,6963,U001,0200726979,BJ'S  ,2020-03-22,2020.0,1930594081.0,2020-03-04,2020-03-19,2020-03-04,NAA8,760.75,0-15
1301,6973,U001,0200769623,WAL-MAR systems,2020-04-22,2020.0,1930729184.0,2020-04-03,2020-04-18,2020-04-03,NAH4,47575.52,0-15
1302,6987,U001,0200762301,C&S WH llc,2020-05-18,2020.0,1930641685.0,2020-03-12,2020-05-16,2020-03-12,NAGD,1059.09,0-15
1303,6999,U001,200761734,H E BUT co,2020-04-21,2020.0,1930747443.0,2020-04-04,2020-04-19,2020-04-04,NAA8,61297.3,0-15
1304,7003,U001,0200712105,WALG in,2020-05-03,2020.0,1930779631.0,2020-04-12,2020-04-27,2020-04-12,NAA8,48157.28,0-15
1305,7010,U001,0200759878,SA associates,2020-05-11,2020.0,1930812531.0,2020-04-26,2020-05-11,2020-04-26,NAH4,13789.99,0-15
1306,7011,U001,0200747369,SCHNU llc,2020-04-17,2020.0,1930724856.0,2020-04-01,2020-04-16,2020-04-01,NAA8,85886.7,0-15
1307,7017,U001,0200794332,COST foundation,2020-05-19,2020.0,1930832233.0,2020-04-28,2020-05-13,2020-04-28,NAAX,9986.09,0-15
1308,7029,U001,0200739534,OK ,2020-04-23,2020.0,1930748595.0,2020-04-04,2020-04-19,2020-04-04,NAA8,44297.85,0-15
1309,7031,U001,0200769623,WAL-MAR corp,2020-03-29,2020.0,1930621462.0,2020-03-11,2020-03-26,2020-03-11,NAH4,1428.94,0-15
1310,7032,U001,0200762301,C&S WH llc,2020-04-04,2020.0,1930660062.0,2020-03-18,2020-04-02,2020-03-18,NAC6,6203.27,0-15
1311,7042,U001,0200780383,MEIJ corporation,2020-04-08,2020.0,1930666578.0,2020-03-19,2020-04-03,2020-03-19,NAA8,3023.21,0-15
1312,7044,U001,0200769623,WAL-MAR llc,2020-05-16,2020.0,1930831484.0,2020-04-27,2020-05-12,2020-04-27,NAH4,53501.89,0-15
1313,7045,U001,0200769623,WAL-MAR trust,2020-04-10,2020.0,1930683476.0,2020-03-22,2020-04-06,2020-03-22,NAH4,47703.27,0-15
1314,7051,U001,0200726979,BJ'S  llc,2020-05-11,2020.0,1930822187.0,2020-04-23,2020-05-08,2020-04-23,NAA8,535.88,0-15
1315,7053,U001,0200769623,WAL-MAR corp,2020-04-11,2020.0,1930687176.0,2020-03-24,2020-04-08,2020-03-24,NAH4,11022.34,0-15
1316,7060,U001,0200729290,KROGER trust,2020-04-23,2020.0,1930747390.0,2020-04-05,2020-04-20,2020-04-05,NAA8,33003.98,0-15
1317,7075,U001,0200707822,PUBLI ,2020-05-12,2020.0,1930811884.0,2020-04-22,2020-05-07,2020-04-22,NAA8,5862.13,0-15
1318,7076,U001,0200712105,WALG associates,2020-04-27,2020.0,1930754250.0,2020-04-06,2020-04-21,2020-04-06,NAA8,81430.28,0-15
1319,7078,CA02,0140104440,SO in,2020-04-30,2020.0,2960627923.0,2020-04-13,2020-04-25,2020-04-15,CA10,6447.384999999998,0-15
1320,7087,U001,0200759878,SA llc,2020-03-20,2020.0,1930609847.0,2020-03-06,2020-03-21,2020-03-06,NAH4,14516.33,
1321,7091,U001,0200705742,DOT corp,2020-04-12,2020.0,1930612400.0,2020-03-06,2020-04-09,2020-03-06,NAAW,24681.11,0-15
1322,7098,U001,0100031704,DELHAIZE trust,2020-04-16,2020.0,1930715619.0,2020-03-30,2020-04-14,2020-03-30,NAA8,36129.77,0-15
1323,7107,U001,0200769623,WAL-MAR systems,2020-05-15,2020.0,1930829042.0,2020-04-26,2020-05-11,2020-04-26,NAH4,44836.11,0-15
1324,7109,U001,0200726979,BJ'S  foundation,2020-05-21,2020.0,1930852140.0,2020-05-03,2020-05-18,2020-05-03,NAA8,250.09,0-15
1325,7129,U001,0200769623,WAL-MAR in,2020-05-04,2020.0,1930784228.0,2020-04-15,2020-04-30,2020-04-15,NAH4,72650.55,0-15
1326,7132,CA02,0140105686,SYSC us,2020-05-19,2020.0,2960629748.0,2020-04-22,2020-05-10,2020-04-30,CA10,3258.15,0-15
1327,7137,U001,0200148860,DOLLA in,2020-04-19,2020.0,1930731492.0,2020-04-03,2020-04-18,2020-04-03,NAA8,54934.98,0-15
1328,7138,U001,0100006311,QUALITY C associates,2020-06-06,2020.0,1930883584.0,2020-05-09,2020-05-24,2020-05-09,NAA8,20175.8,0-15
1329,7144,U001,CCU013,KRAFT F associates,2020-04-14,2020.0,1930582704.0,2020-03-03,2020-03-03,2020-03-03,NAX2,8726.06,31-45
1330,7145,U001,0200212683,RUIZ F foundation,2020-05-10,2020.0,1930810411.0,2020-04-23,2020-05-08,2020-04-23,NAA8,40776.12,0-15
1331,7146,U001,0200915438,GROC corp,2020-06-01,2020.0,1930877771.0,2020-05-13,2020-05-28,2020-05-13,NAA8,21880.0,0-15
1332,7155,U001,0200759878,SA ,2020-03-27,2020.0,1930645182.0,2020-03-13,2020-03-28,2020-03-13,NAH4,30649.38,
1333,7162,U001,0200353024,DECA us,2020-05-14,2020.0,1930877184.0,2020-05-08,2020-05-11,2020-05-01,NAM2,8496.29,0-15
1334,7168,U001,200763489,GENERAL foundation,2020-05-24,2020.0,1930872773.0,2020-05-07,2020-05-22,2020-05-07,NAA8,43636.42,0-15
1335,7175,U001,0200769623,WAL-MAR us,2020-05-17,2020.0,1930833805.0,2020-04-29,2020-05-14,2020-04-29,NAH4,12219.74,0-15
1336,7176,U001,0200769623,WAL-MAR associates,2020-03-23,2020.0,1930611145.0,2020-03-06,2020-03-21,2020-03-06,NAH4,34242.87,0-15
1337,7183,U001,0200705742,DOT corp,2020-04-24,2020.0,1930672301.0,2020-03-19,2020-04-22,2020-03-19,NAAW,13305.55,0-15
1338,7185,CA02,0100034821,17135 us,2020-03-21,2020.0,2960616561.0,2020-03-06,2020-03-18,2020-03-08,CA10,2890.3140000000008,0-15
1339,7191,U001,0200799342,MITCH llc,2020-04-11,2020.0,1930688747.0,2020-03-24,2020-04-08,2020-03-24,NAA8,22054.2,0-15
1340,7193,U001,0200759878,SA associates,2020-03-16,2020.0,1930583689.0,2020-03-01,2020-03-16,2020-03-01,NAH4,25225.45,0-15
1341,7199,U001,0200769623,WAL-MAR corp,2020-05-22,2020.0,1930855118.0,2020-05-03,2020-05-18,2020-05-03,NAH4,69465.6,0-15
1342,7201,U001,0200014556,ALBER corp,2020-04-09,2020.0,1930752419.0,2020-04-06,2020-04-21,2020-04-06,NAA8,48057.38,
1343,7211,U001,0200794332,COST associates,2020-04-13,2020.0,1930688881.0,2020-03-25,2020-04-09,2020-03-25,NAAX,8793.09,0-15
1344,7213,U001,0200466603,SMITH'S co,2020-04-15,2020.0,1930708375.0,2020-03-27,2020-04-11,2020-03-27,NAA8,35438.65,0-15
1345,7216,U001,0200726979,BJ'S  associates,2020-04-23,2020.0,1930753010.0,2020-04-04,2020-04-19,2020-04-04,NAA8,479.3,0-15
1346,7217,U001,CCCA02,KRAFT  llc,2020-05-19,2020.0,1930592756.0,2020-03-03,2020-04-07,2020-03-03,NAG2,16497.0,31-45
1347,7229,U001,200793513,KROGER us,2020-05-24,2020.0,1930862934.0,2020-05-06,2020-05-21,2020-05-06,NAA8,123363.1,0-15
1348,7231,U013,0140103409,BUTTE associates,2020-05-04,2020.0,1991841836.0,2020-03-30,2020-04-29,2020-03-30,NAVE,779.92,0-15
1349,7233,CA02,0140104340,COLABOR  corp,2020-04-12,2020.0,2960624679.0,2020-03-30,2020-04-11,2020-04-01,CA10,54593.224,0-15
1350,7237,U001,0200759878,SA corporation,2020-03-31,2020.0,1930653478.0,2020-03-16,2020-03-31,2020-03-16,NAH4,39323.85,0-15
1351,7240,U001,0200726979,BJ'S  llc,2020-05-18,2020.0,1930635362.0,2020-03-11,2020-05-15,2020-03-11,NAGD,17590.55,0-15
1352,7241,U001,200744019,TARG llc,2020-05-22,2020.0,1930858202.0,2020-05-05,2020-05-20,2020-05-05,NAA8,10818.65,0-15
1353,7246,U001,0200418007,AM ,2020-06-06,2020.0,1930731732.0,2020-04-02,2020-06-06,2020-04-02,NAGD,3966.72,0-15
1354,7252,U001,0200714710,SYSCO  foundation,2020-03-23,2020.0,1930561567.0,2020-03-02,2020-03-17,2020-03-02,NAA8,1920.8,0-15
1355,7253,U001,0200792293,UNIFIE co,2020-04-13,2020.0,1930703732.0,2020-03-25,2020-04-09,2020-03-25,NAA8,24186.82,0-15
1356,7256,U001,200439158,POST  systems,2020-04-09,2020.0,1930687190.0,2020-03-23,2020-04-07,2020-03-23,NAA8,33942.0,0-15
1357,7262,U001,0200794332,COST systems,2020-05-23,2020.0,1930839343.0,2020-05-02,2020-05-17,2020-05-02,NAAX,32481.88,0-15
1358,7267,U001,0200762301,C&S WH corporation,2020-05-16,2020.0,1930831941.0,2020-04-28,2020-05-13,2020-04-28,NAC6,105035.05,0-15
1359,7272,U001,0200797984,PIGGLY systems,2020-04-03,2020.0,1930660654.0,2020-03-17,2020-04-01,2020-03-17,NAA8,107091.28,0-15
1360,7274,U001,0200769623,WAL-MAR ,2020-04-14,2020.0,1930699744.0,2020-03-26,2020-04-10,2020-03-26,NAH4,60788.85,0-15
1361,7286,U001,0200434439,BAUGH SU foundation,2020-05-16,2020.0,1930842721.0,2020-04-29,2020-05-14,2020-04-29,NAA8,56578.36,0-15
1362,7288,U001,200769623,WAL-MAR in,2020-04-10,2020.0,1930682627.0,2020-03-23,2020-04-07,2020-03-23,NAH4,9965.24,0-15
1363,7294,U001,0200769623,WAL-MAR co,2020-04-03,2020.0,1930654787.0,2020-03-16,2020-03-31,2020-03-16,NAH4,62063.76,0-15
1364,7301,U001,0200769623,WAL-MAR systems,2020-03-16,2020.0,1930576930.0,2020-02-27,2020-03-13,2020-02-27,NAH4,51765.55,0-15
1365,7304,U001,0200769623,WAL-MAR associates,2020-04-10,2020.0,1930691062.0,2020-03-23,2020-04-07,2020-03-23,NAH4,5291.05,0-15
1366,7312,U001,200743996,STATER  systems,2020-07-14,2020.0,1930858188.0,2020-05-06,2020-07-10,2020-05-06,NAGD,2215.51,0-15
1367,7314,U001,0200759878,SA llc,2020-04-06,2020.0,1930683694.0,2020-03-22,2020-04-06,2020-03-22,NAH4,37436.23,0-15
1368,7318,CA02,0100029649,LES ENTRE co,2020-04-28,2020.0,2960629407.0,2020-04-17,2020-04-28,2020-04-18,CA10,9667.56,0-15
1369,7320,U001,0200769623,WAL-MAR systems,2020-04-11,2020.0,1930687604.0,2020-03-24,2020-04-08,2020-03-24,NAH4,10763.3,0-15
1370,7321,U001,0200769623,WAL-MAR in,2020-03-24,2020.0,1930614444.0,2020-03-07,2020-03-22,2020-03-07,NAH4,1898.9,0-15
1371,7332,U001,0200759878,SA llc,2020-04-09,2020.0,1930699352.0,2020-03-25,2020-04-09,2020-03-25,NAH4,25462.8,0-15
1372,7334,CA02,0140106408,WAL-M us,2020-04-14,2020.0,2960625222.0,2020-03-29,2020-04-08,2020-03-29,CA10,4462.185,0-15
